日期Date,指数代码Index Code,指数中文全称Index Chinese Name(Full),指数中文简称Index Chinese Name,指数英文全称Index English Name(Full),指数英文简称Index Chinese Name,开盘Open,最高High,最低Low,收盘Close,涨跌Change,涨跌幅(%)Change(%),成交量（万手）Volume(M Shares),成交金额（亿元）Turnover,样本数量ConsNumber
20230208,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4099.86,4111.47,4072.65,4076.14,-18.09,-0.44,8478.61,1705.92,300
20230209,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4067.56,4130.86,4064.75,4130.86,54.72,1.34,10229.00,2117.23,300
20230210,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4124.10,4125.29,4092.35,4106.31,-24.55,-0.59,9671.67,1953.48,300
20230213,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4098.88,4146.45,4092.27,4143.57,37.26,0.91,12889.26,2519.90,300
20230214,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4151.25,4152.05,4125.26,4145.29,1.72,0.04,10249.99,2049.15,300
20230215,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4146.85,4153.72,4115.97,4123.69,-21.60,-0.52,12166.45,2198.56,300
20230216,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4125.41,4167.90,4068.86,4093.49,-30.20,-0.73,15931.06,2813.16,300
20230217,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4086.22,4104.64,4032.93,4034.51,-58.98,-1.44,11614.26,2257.38,300
20230220,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4039.96,4134.86,4035.48,4133.49,98.98,2.45,16179.45,2801.23,300
20230221,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4130.06,4151.80,4116.27,4144.35,10.86,0.26,14577.62,2496.74,300
20230222,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4118.97,4134.88,4101.86,4106.95,-37.40,-0.90,10429.03,1915.86,300
20230223,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4106.21,4132.39,4088.21,4103.65,-3.30,-0.08,10356.49,1971.94,300
20230224,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4100.99,4102.61,4048.24,4061.05,-42.60,-1.04,10098.94,1912.10,300
20230227,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4040.46,4067.03,4034.52,4043.84,-17.20,-0.42,9378.76,1879.59,300
20230228,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4058.13,4074.26,4026.45,4069.46,25.61,0.63,11032.36,1988.00,300
20230301,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4068.73,4135.48,4061.22,4126.94,57.48,1.41,15601.58,2553.75,300
20230302,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4119.99,4137.25,4113.83,4117.74,-9.20,-0.22,14821.76,2359.54,300
20230303,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4126.02,4135.21,4100.38,4130.55,12.81,0.31,16033.17,2269.15,300
20230306,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4131.15,4132.84,4088.45,4109.01,-21.54,-0.52,16297.18,2830.80,300
20230307,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4103.64,4124.96,4046.57,4048.85,-60.16,-1.46,19591.21,2724.92,300
20230308,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4030.74,4037.29,4011.52,4034.11,-14.74,-0.36,11793.65,1916.60,300
20230309,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4035.84,4043.85,4000.89,4019.85,-14.26,-0.35,11653.96,2017.38,300
20230310,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3991.80,4004.36,3966.43,3967.14,-52.72,-1.31,12385.54,2182.87,300
20230313,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3962.64,4008.69,3962.64,4008.69,41.55,1.05,14356.14,2428.66,300
20230314,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3999.88,4001.94,3946.94,3984.70,-23.99,-0.60,15054.42,2672.25,300
20230315,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4011.84,4018.75,3986.90,3986.90,2.21,0.06,14202.60,2321.01,300
20230316,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3958.20,3981.32,3936.48,3939.15,-47.75,-1.20,15251.56,2462.64,300
20230317,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3971.16,4004.22,3945.25,3958.82,19.67,0.50,17743.38,3055.41,300
20230320,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3962.66,3979.55,3935.02,3939.08,-19.74,-0.50,20526.50,3197.60,300
20230321,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3948.16,3982.70,3948.16,3982.38,43.30,1.10,14509.07,2516.32,300
20230322,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3993.78,4016.45,3986.71,3999.44,17.06,0.43,14922.90,2651.81,300
20230323,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3985.99,4039.09,3984.00,4039.09,39.65,0.99,15888.74,2964.80,300
20230324,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4035.16,4037.84,4017.00,4027.05,-12.04,-0.30,15944.23,2957.86,300
20230327,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4023.30,4023.30,3987.03,4012.48,-14.57,-0.36,16848.23,3154.75,300
20230328,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4015.70,4023.78,3994.60,3999.51,-12.96,-0.32,13189.51,2487.37,300
20230329,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4013.59,4017.76,3992.67,4006.14,6.63,0.17,13374.35,2638.67,300
20230330,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4009.56,4040.50,3983.90,4038.53,32.38,0.81,14990.10,2800.05,300
20230331,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4045.45,4063.57,4039.96,4050.93,12.40,0.31,13884.25,2798.64,300
20230403,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4059.62,4094.94,4059.06,4090.57,39.64,0.98,18212.43,3828.96,300
20230404,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4089.29,4103.16,4080.07,4103.11,12.54,0.31,19714.66,3944.43,300
20230406,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4084.13,4098.83,4078.40,4096.64,-6.47,-0.16,15070.34,3289.82,300
20230407,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4096.90,4131.31,4092.18,4123.28,26.64,0.65,12867.67,2865.68,300
20230410,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4132.01,4132.30,4099.05,4104.81,-18.47,-0.45,15245.30,3408.23,300
20230411,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4108.51,4116.12,4083.49,4100.15,-4.66,-0.11,15390.13,3241.93,300
20230412,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4102.40,4108.25,4090.28,4097.29,-2.86,-0.07,16596.53,3254.25,300
20230413,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4081.39,4088.88,4059.57,4068.98,-28.31,-0.69,15644.43,3002.91,300
20230414,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4078.97,4098.22,4075.20,4092.00,23.02,0.57,15069.57,3062.02,300
20230417,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4090.07,4149.38,4089.51,4149.38,57.38,1.40,18877.31,3418.31,300
20230418,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4139.31,4169.67,4138.46,4162.03,12.65,0.30,17018.41,3315.46,300
20230419,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4159.39,4159.39,4118.63,4124.56,-37.47,-0.90,16255.46,3122.20,300
20230420,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4122.95,4125.82,4094.00,4113.02,-11.54,-0.28,16270.67,3321.72,300
20230421,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4114.26,4114.26,4031.91,4032.57,-80.45,-1.96,18080.24,3478.52,300
20230424,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4031.30,4033.64,3967.91,3982.64,-49.92,-1.24,17009.92,3283.76,300
20230425,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3985.11,3991.69,3925.44,3962.67,-19.98,-0.50,17255.54,3311.11,300
20230426,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3950.26,3975.66,3934.66,3959.23,-3.43,-0.09,16270.20,3220.63,300
20230427,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3948.03,3999.13,3942.82,3988.42,29.19,0.74,15382.82,3048.04,300
20230428,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3993.26,4030.45,3993.26,4029.09,40.67,1.02,17950.85,3289.36,300
20230504,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4013.47,4035.78,4001.13,4030.25,1.16,0.03,22758.28,3454.93,300
20230505,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4031.09,4047.60,3998.39,4016.88,-13.37,-0.33,20662.69,3076.94,300
20230508,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4028.11,4070.77,4018.96,4062.66,45.79,1.14,25558.31,3595.40,300
20230509,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4065.44,4092.85,4026.39,4027.88,-34.79,-0.86,27930.60,3964.22,300
20230510,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4017.94,4019.06,3984.63,3996.87,-31.01,-0.77,20755.27,3094.85,300
20230511,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4005.78,4018.06,3988.48,3990.66,-6.21,-0.16,14480.46,2410.52,300
20230512,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3987.77,3999.38,3937.53,3937.76,-52.90,-1.33,14442.17,2289.93,300
20230515,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3938.83,3998.89,3923.03,3998.89,61.13,1.55,17625.74,2795.31,300
20230516,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4002.52,4005.02,3966.99,3978.21,-20.68,-0.52,13683.33,2348.41,300
20230517,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3971.70,3982.60,3945.71,3960.17,-18.04,-0.45,11844.82,2051.96,300
20230518,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3965.52,3982.72,3939.55,3956.07,-4.09,-0.10,13653.39,2291.34,300
20230519,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3946.22,3967.28,3928.32,3944.54,-11.53,-0.29,12021.25,2070.95,300
20230522,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3941.00,3985.40,3935.80,3969.33,24.79,0.63,10911.66,2021.86,300
20230523,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3968.23,3971.94,3913.19,3913.19,-56.14,-1.41,11868.51,1899.56,300
20230524,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3903.78,3903.78,3859.09,3859.09,-54.09,-1.38,13725.83,2117.68,300
20230525,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3851.41,3861.38,3817.84,3850.50,-8.59,-0.22,12415.08,2133.14,300
20230526,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3848.42,3859.63,3815.57,3850.95,0.45,0.01,10032.64,1915.38,300
20230529,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3862.08,3866.72,3819.18,3833.94,-17.01,-0.44,13186.00,2300.96,300
20230530,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3827.79,3844.01,3789.27,3837.75,3.81,0.10,13761.96,2445.66,300
20230531,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3827.16,3827.16,3781.40,3798.54,-39.21,-1.02,12638.74,2356.06,300
20230601,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3788.59,3832.21,3786.73,3806.87,8.32,0.22,13456.19,2418.30,300
20230602,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3821.62,3865.28,3821.62,3861.83,54.97,1.44,12501.51,2326.97,300
20230605,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3860.56,3860.56,3832.46,3844.25,-17.58,-0.46,11616.40,2111.44,300
20230606,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3840.46,3867.85,3802.84,3808.16,-36.09,-0.94,12578.13,2220.92,300
20230607,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3815.48,3823.11,3780.10,3789.34,-18.82,-0.49,9886.24,1898.80,300
20230608,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3791.08,3834.39,3777.78,3820.19,30.84,0.81,11870.09,1991.19,300
20230609,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3822.41,3836.70,3811.22,3836.70,16.52,0.43,13431.99,2472.96,300
20230612,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3827.33,3859.72,3813.86,3844.43,7.73,0.20,12675.85,2407.91,300
20230613,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3838.13,3867.30,3833.46,3864.91,20.48,0.53,11092.49,2254.35,300
20230614,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3872.72,3891.67,3862.06,3864.02,-0.88,-0.02,12495.58,2439.33,300
20230615,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3871.77,3925.50,3871.77,3925.50,61.47,1.59,12836.99,2826.36,300
20230616,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3932.21,3968.01,3928.54,3963.35,37.85,0.96,13976.01,2803.75,300
20230619,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3957.03,3957.03,3922.47,3930.91,-32.44,-0.82,13490.58,2682.13,300
20230620,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3926.09,3937.49,3918.47,3924.24,-6.67,-0.17,12252.03,2662.74,300
20230621,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3909.10,3920.13,3864.03,3864.03,-60.21,-1.53,11834.66,2436.31,300
20230626,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3833.44,3841.29,3801.05,3809.70,-54.34,-1.41,13399.04,2477.14,300
20230627,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3811.69,3851.90,3806.32,3845.43,35.74,0.94,11699.27,2100.98,300
20230628,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3836.61,3846.85,3808.16,3840.80,-4.63,-0.12,10702.15,2061.88,300
20230629,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3836.73,3840.71,3817.38,3821.84,-18.96,-0.49,9828.93,2041.10,300
20230630,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3816.33,3860.03,3813.55,3842.45,20.61,0.54,10126.84,2081.46,300
20230703,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3853.29,3897.33,3853.29,3892.88,50.43,1.31,13315.81,2568.77,300
20230704,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3888.03,3899.98,3878.40,3899.01,6.13,0.16,10949.45,2163.36,300
20230705,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3895.19,3899.52,3864.13,3868.81,-30.21,-0.77,9763.64,1884.00,300
20230706,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3857.03,3876.89,3836.46,3842.75,-26.05,-0.67,10012.18,1847.42,300
20230707,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3831.60,3844.84,3819.08,3825.70,-17.06,-0.44,10090.69,1739.19,300
20230710,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3841.56,3865.46,3831.92,3844.33,18.63,0.49,9203.34,1853.61,300
20230711,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3853.80,3870.65,3844.52,3869.49,25.16,0.65,8651.07,1775.86,300
20230712,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3864.60,3874.04,3838.56,3843.44,-26.05,-0.67,11152.20,2140.47,300
20230713,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3855.66,3901.10,3855.66,3898.42,54.99,1.43,12030.02,2352.79,300
20230714,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3904.60,3908.49,3893.79,3899.10,0.68,0.02,12236.48,2202.30,300
20230717,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3881.62,3881.62,3852.26,3867.17,-31.93,-0.82,9834.01,1746.24,300
20230718,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3871.04,3871.04,3844.51,3854.94,-12.24,-0.32,9143.86,1671.04,300
20230719,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3848.48,3860.01,3830.41,3850.87,-4.07,-0.11,7958.57,1513.11,300
20230720,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3857.77,3875.62,3818.71,3823.69,-27.17,-0.71,9204.21,1743.21,300
20230721,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3816.98,3849.51,3808.80,3821.91,-1.78,-0.05,7950.76,1571.44,300
20230724,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3803.35,3828.79,3798.80,3805.22,-16.69,-0.44,7548.35,1514.48,300
20230725,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3866.64,3915.81,3866.64,3915.12,109.89,2.89,16306.63,2998.54,300
20230726,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3908.17,3912.98,3893.40,3907.01,-8.10,-0.21,10788.17,1929.13,300
20230727,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3914.23,3935.36,3894.69,3902.35,-4.67,-0.12,11066.71,1968.45,300
20230728,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3889.79,4000.92,3886.55,3992.74,90.39,2.32,17973.55,3100.92,300
20230731,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4018.89,4064.36,4002.08,4014.63,21.89,0.55,19960.68,3665.44,300
20230801,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4009.18,4031.70,3983.03,3998.00,-16.63,-0.41,14228.69,2556.21,300
20230802,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3985.70,4008.33,3958.51,3969.90,-28.11,-0.70,12585.57,2048.76,300
20230803,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3962.13,4005.00,3962.13,4004.98,35.09,0.88,12900.66,2248.10,300
20230804,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4033.72,4058.24,4011.62,4020.58,15.60,0.39,17826.72,3165.30,300
20230807,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4002.97,4002.97,3977.02,3990.15,-30.43,-0.76,12131.07,2270.91,300
20230808,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3980.04,4002.29,3963.46,3979.73,-10.42,-0.26,10987.17,2026.11,300
20230809,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3967.36,3982.11,3961.84,3967.57,-12.17,-0.31,9464.03,1743.94,300
20230810,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3962.86,3976.46,3945.39,3975.72,8.15,0.21,9717.68,1756.47,300
20230811,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3977.98,3977.98,3884.25,3884.25,-91.46,-2.30,12608.29,2035.46,300
20230814,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3840.89,3859.47,3814.07,3855.91,-28.35,-0.73,11596.63,1976.24,300
20230815,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3858.37,3865.28,3811.68,3846.54,-9.37,-0.24,10309.71,1774.37,300
20230816,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3830.83,3852.42,3817.63,3818.33,-28.20,-0.73,9461.69,1693.24,300
20230817,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3801.20,3836.15,3782.50,3831.10,12.77,0.33,9841.55,1740.94,300
20230818,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3832.46,3844.20,3784.00,3784.00,-47.10,-1.23,9554.96,1684.46,300
20230821,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3773.23,3782.11,3729.56,3729.56,-54.45,-1.44,9870.84,1733.80,300
20230822,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3748.07,3770.06,3704.68,3758.23,28.67,0.77,12031.83,2034.64,300
20230823,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3751.77,3756.17,3695.03,3696.63,-61.59,-1.64,9708.16,1604.76,300
20230824,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3711.54,3748.86,3701.57,3723.43,26.80,0.72,11961.45,1962.57,300
20230825,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3703.51,3734.22,3695.84,3709.15,-14.28,-0.38,10518.26,1756.01,300
20230828,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3911.55,3911.55,3740.53,3752.62,43.47,1.17,19799.04,3350.48,300
20230829,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3743.05,3810.38,3742.08,3790.11,37.49,1.00,15248.61,2621.35,300
20230830,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3803.12,3813.70,3780.24,3788.51,-1.60,-0.04,12967.17,2267.27,300
20230831,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3786.93,3794.00,3762.00,3765.27,-23.24,-0.61,11896.16,1935.77,300
20230901,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3778.91,3808.53,3778.91,3791.49,26.22,0.70,10531.90,1722.19,300
20230904,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3812.99,3854.26,3804.59,3848.95,57.46,1.52,14238.52,2379.35,300
20230905,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3839.58,3839.58,3814.33,3820.32,-28.63,-0.74,10405.23,1813.78,300
20230906,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3808.10,3817.52,3790.89,3812.03,-8.29,-0.22,9344.24,1660.82,300
20230907,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3802.23,3802.23,3756.85,3758.47,-53.55,-1.40,9510.39,1644.06,300
20230908,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3747.65,3753.26,3724.99,3739.99,-18.48,-0.49,7163.82,1291.98,300
20230911,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3740.58,3788.32,3734.72,3767.54,27.54,0.74,10535.80,1868.72,300
20230912,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3764.33,3775.09,3755.42,3760.60,-6.93,-0.18,7938.54,1401.18,300
20230913,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3759.61,3768.82,3719.11,3736.65,-23.95,-0.64,8157.69,1382.38,300
20230914,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3736.94,3748.82,3717.31,3733.51,-3.14,-0.08,10038.61,1515.78,300
20230915,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3740.79,3749.02,3699.38,3708.78,-24.73,-0.66,10939.57,1803.99,300
20230918,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3698.93,3737.53,3691.11,3727.71,18.93,0.51,8672.77,1569.67,300
20230919,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3723.42,3724.07,3702.69,3720.50,-7.21,-0.19,8319.90,1352.17,300
20230920,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3715.96,3718.52,3705.13,3705.69,-14.81,-0.40,7544.82,1176.92,300
20230921,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3698.31,3708.46,3672.44,3672.44,-33.25,-0.90,8303.10,1350.12,300
20230922,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3672.64,3740.42,3664.77,3738.93,66.49,1.81,11023.12,1922.36,300
20230925,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3738.06,3738.06,3711.20,3714.60,-24.33,-0.65,9259.65,1557.94,300
20230926,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3711.71,3723.85,3692.62,3692.89,-21.71,-0.58,7804.45,1378.08,300
20230927,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3694.96,3731.14,3694.39,3700.50,7.60,0.21,9162.92,1647.90,300
20230928,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3711.21,3716.06,3685.30,3689.52,-10.98,-0.30,8522.17,1535.00,300
20231009,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3678.93,3694.17,3642.00,3684.73,-4.79,-0.13,10214.81,1780.72,300
20231010,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3696.25,3701.26,3655.59,3657.13,-27.60,-0.75,9916.37,1619.39,300
20231011,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3674.75,3689.53,3658.36,3667.55,10.42,0.28,10209.16,1876.68,300
20231012,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3697.93,3711.50,3682.84,3702.38,34.83,0.95,11436.32,1945.98,300
20231013,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3677.96,3678.19,3652.31,3663.41,-38.97,-1.05,9828.80,1701.52,300
20231016,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3664.04,3664.04,3615.77,3626.60,-36.81,-1.00,9185.31,1595.38,300
20231017,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3635.30,3645.57,3619.13,3639.40,12.80,0.35,9074.52,1470.56,300
20231018,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3631.07,3632.06,3608.98,3610.58,-28.83,-0.79,9454.59,1589.82,300
20231019,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3588.52,3588.52,3532.31,3533.54,-77.03,-2.13,11173.75,1891.95,300
20231020,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3518.35,3535.66,3501.73,3510.59,-22.96,-0.65,9851.86,1695.91,300
20231023,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3500.20,3505.35,3450.65,3474.24,-36.35,-1.04,9656.17,1520.55,300
20231024,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3481.76,3495.00,3453.10,3487.13,12.89,0.37,11554.73,1865.29,300
20231025,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3524.30,3531.83,3500.92,3504.46,17.33,0.50,12800.96,2036.92,300
20231026,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3484.78,3515.57,3478.05,3514.14,9.69,0.28,10514.36,1760.88,300
20231027,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3501.17,3576.59,3494.55,3562.39,48.24,1.37,12022.51,2243.02,300
20231030,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3554.11,3592.72,3554.02,3583.77,21.39,0.60,14401.04,2429.73,300
20231031,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3581.68,3581.68,3554.58,3572.51,-11.27,-0.31,11258.73,1963.18,300
20231101,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3605.76,3606.41,3564.64,3571.03,-1.48,-0.04,9764.55,1829.44,300
20231102,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3580.07,3597.17,3553.74,3554.19,-16.84,-0.47,9035.96,1494.65,300
20231103,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3558.53,3596.10,3558.53,3584.14,29.95,0.84,9754.21,1658.66,300
20231106,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3608.32,3635.79,3600.63,3632.61,48.47,1.35,15298.25,2544.66,300
20231107,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3623.78,3628.46,3606.30,3619.76,-12.85,-0.35,11028.86,1904.34,300
20231108,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3610.64,3627.05,3591.82,3611.07,-8.69,-0.24,11059.42,1925.94,300
